Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Long Statement,The length of the statement "if (printToPdfAction != null && getAppletBooleanParameter(this.applet`ENABLE_PRINT_TO_PDF) && !OperatingSystem.isMacOSX()) {" is 124.,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Long Statement,The length of the statement "controller.getView().setEnabled(HomeView.ActionType.CREATE_PHOTOS_AT_POINTS_OF_VIEW`enableCreatePhoto && !home.getStoredCameras().isEmpty());" is 141.,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Long Statement,The length of the statement "homeView.getActionMap().get(HomeView.ActionType.CREATE_PHOTOS_AT_POINTS_OF_VIEW).addPropertyChangeListener(new PropertyChangeListener(){" is 136.,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Long Statement,The length of the statement "controller.getView().setEnabled(HomeView.ActionType.EXPORT_TO_CSV`getAppletBooleanParameter(this.applet`ENABLE_EXPORT_TO_CSV));" is 127.,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Long Statement,The length of the statement "controller.getView().setEnabled(HomeView.ActionType.EXPORT_TO_SVG`getAppletBooleanParameter(this.applet`ENABLE_EXPORT_TO_SVG));" is 127.,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Long Statement,The length of the statement "controller.getView().setEnabled(HomeView.ActionType.EXPORT_TO_OBJ`getAppletBooleanParameter(this.applet`ENABLE_EXPORT_TO_OBJ) && !no3D);" is 136.,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Long Statement,The length of the statement "controller.getView().setEnabled(HomeView.ActionType.CREATE_VIDEO`getAppletBooleanParameter(this.applet`ENABLE_CREATE_VIDEO) && !no3D);" is 134.,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,createHomeController,Magic Number,The method contains a magic number: 2,333
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,addActionToToolBar,Magic Number,The method contains a magic number: 3,557
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,addActionToToolBar,Magic Number,The method contains a magic number: 3,557
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getInsets,Magic Number,The method contains a magic number: 3,564
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getInsets,Magic Number,The method contains a magic number: 3,564
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,addToggleActionToToolBar,Magic Number,The method contains a magic number: 3,577
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,addToggleActionToToolBar,Magic Number,The method contains a magic number: 3,577
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getInsets,Magic Number,The method contains a magic number: 3,587
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getInsets,Magic Number,The method contains a magic number: 3,587
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getHomeRecorder,Long Statement,The length of the statement "this.homeRecorder=new HomeAppletRecorder(getURLStringWithCodeBase(codeBase`writeHomeURL)`getURLStringWithCodeBase(codeBase`readHomeURL)`getURLStringWithCodeBase(codeBase`listHomesURL)`getURLStringWithCodeBase(codeBase`deleteHomeURL)`ContentRecording.INCLUDE_TEMPORARY_CONTENT);" is 277.,603
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getUserPreferences,Long Identifier,The length of the field FURNITURE_CATALOG_URLS_PARAMETER is 32.,623
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getUserPreferences,Long Identifier,The length of the field FURNITURE_RESOURCES_URL_BASE_PARAMETER is 38.,623
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getUserPreferences,Long Identifier,The length of the field TEXTURES_CATALOG_URLS_PARAMETER is 31.,623
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getUserPreferences,Long Identifier,The length of the field TEXTURES_RESOURCES_URL_BASE_PARAMETER is 37.,623
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getUserPreferences,Long Identifier,The length of the field READ_PREFERENCES_URL_PARAMETER is 30.,623
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getUserPreferences,Long Identifier,The length of the field WRITE_PREFERENCES_URL_PARAMETER is 31.,623
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getUserPreferences,Long Statement,The length of the statement "this.userPreferences=new AppletUserPreferences(getURLs(codeBase`furnitureCatalogURLs)`getURLWithCodeBase(codeBase`furnitureResourcesUrlBase)`getURLs(codeBase`texturesCatalogURLs)`getURLWithCodeBase(codeBase`texturesResourcesUrlBase)`getURLWithCodeBase(codeBase`writePreferencesURL)`getURLWithCodeBase(codeBase`readPreferencesURL)`new Executor(){" is 345.,623
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,getViewFactory,Long Statement,The length of the statement "@Override public View createFurnitureView( Home home` UserPreferences preferences` FurnitureController furnitureController){" is 124.,665
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,initLookAndFeel,Empty catch clause,The method has an empty catch block.,708
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,addComponent3DRenderingErrorObserver,Empty catch clause,The method has an empty catch block.,728
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletApplication,show3DError,Long Statement,The length of the statement "JOptionPane.showMessageDialog(KeyboardFocusManager.getCurrentKeyboardFocusManager().getActiveWindow()`message`title`JOptionPane.ERROR_MESSAGE);" is 143.,756
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletFurnitureTable,getTableCellRendererComponent,Long Parameter List,The method has 6 parameters. ,799
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletFurnitureTable,getTableCellRendererComponent,Long Statement,The length of the statement "JComponent rendererComponent=(JComponent)AppletFurnitureTable.super.getCellRenderer(row`column).getTableCellRendererComponent(table`value`isSelected`hasFocus`row`column);" is 170.,799
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletFurnitureTable,getCellRenderer,Long Statement,The length of the statement "if (getColumnModel().getColumn(column).getIdentifier() == HomePieceOfFurniture.SortableProperty.NAME && !(getValueAt(row`column) instanceof HomeFurnitureGroup)) {" is 162.,823
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showOpenDialog,Complex Method,Cyclomatic complexity of the method is 9,104
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showOpenDialog,Long Statement,The length of the statement "String errorMessage=this.preferences.getLocalizedString(AppletContentManager.class`"showOpenDialog.availableHomesError");" is 121.,104
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showOpenDialog,Long Statement,The length of the statement "JOptionPane optionPane=new JOptionPane(panel`JOptionPane.QUESTION_MESSAGE`JOptionPane.YES_NO_CANCEL_OPTION`null`new Object[]{openButton`deleteButton`cancel}`cancel);" is 165.,104
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showOpenDialog,Long Statement,The length of the statement "answer=JOptionPane.showConfirmDialog(parent`panel`fileDialogTitle`JOptionPane.OK_CANCEL_OPTION`JOptionPane.QUESTION_MESSAGE);" is 125.,104
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showOpenDialog,Magic Number,The method contains a magic number: 2,104
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showOpenDialog,Magic Number,The method contains a magic number: 3,104
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showOpenDialog,Magic Number,The method contains a magic number: 3,104
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,mouseClicked,Magic Number,The method contains a magic number: 2,143
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,deleteSelectedHome,Long Statement,The length of the statement "if (JOptionPane.showOptionDialog((JComponent)parentView`message`title`JOptionPane.OK_CANCEL_OPTION`JOptionPane.QUESTION_MESSAGE`null`new Object[]{delete`cancel}`cancel) == JOptionPane.OK_OPTION) {" is 196.,206
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,deleteSelectedHome,Long Statement,The length of the statement "String errorMessage=preferences.getLocalizedString(AppletContentManager.class`"confirmDeleteHome.errorMessage"`homeName);" is 121.,206
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,deleteSelectedHome,Long Statement,The length of the statement "new ThreadedTaskController(exportToObjTask`this.preferences.getLocalizedString(AppletContentManager.class`"deleteHomeMessage")`exceptionHandler`this.preferences`this.viewFactory).executeTask(parentView);" is 203.,206
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,handleException,Long Statement,The length of the statement "String errorMessage=preferences.getLocalizedString(AppletContentManager.class`"confirmDeleteHome.errorMessage"`homeName);" is 121.,230
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showSaveDialog,Long Statement,The length of the statement "String savedName=(String)JOptionPane.showInputDialog(SwingUtilities.getRootPane((JComponent)parentView)`message`getFileDialogTitle(true)`JOptionPane.QUESTION_MESSAGE`null`null`name);" is 182.,249
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletContentManager,showError,Long Statement,The length of the statement "JOptionPane.showMessageDialog(SwingUtilities.getRootPane((JComponent)parentView)`message`title`JOptionPane.ERROR_MESSAGE);" is 122.,291
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Parameter List,The method has 5 parameters. ,124
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "this(pluginFurnitureCatalogURLs`null`pluginTexturesCatalogURLs`null`writePreferencesURL`readPreferencesURL`userLanguage);" is 121.,124
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Parameter List,The method has 7 parameters. ,144
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "this(pluginFurnitureCatalogURLs`furnitureResourcesUrlBase`pluginTexturesCatalogURLs`texturesResourcesUrlBase`writePreferencesURL`readPreferencesURL`null`userLanguage);" is 167.,144
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Abstract Function Call From Constructor,The constructor AppletUserPreferences calls a virtual method getName.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Complex Method,Cyclomatic complexity of the method is 10,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Empty catch clause,The method has an empty catch block.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Identifier,The length of the field FURNITURE_CATALOG_VIEWED_IN_TREE is 32.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Identifier,The length of the field AERIAL_VIEW_CENTERED_ON_SELECTION_ENABLED is 41.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Identifier,The length of the field OBSERVER_CAMERA_SELECTED_AT_CHANGE is 34.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Identifier,The length of the field ROOM_FLOOR_COLORED_OR_TEXTURED is 30.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Parameter List,The method has 8 parameters. ,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setFurnitureCatalogViewedInTree(Boolean.parseBoolean(properties.getProperty(FURNITURE_CATALOG_VIEWED_IN_TREE`String.valueOf(defaultPreferences.isFurnitureCatalogViewedInTree()))));" is 180.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setNavigationPanelVisible(Boolean.parseBoolean(properties.getProperty(NAVIGATION_PANEL_VISIBLE`String.valueOf(defaultPreferences.isNavigationPanelVisible()))));" is 160.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setAerialViewCenteredOnSelectionEnabled(Boolean.parseBoolean(properties.getProperty(AERIAL_VIEW_CENTERED_ON_SELECTION_ENABLED`String.valueOf(defaultPreferences.isAerialViewCenteredOnSelectionEnabled()))));" is 205.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setObserverCameraSelectedAtChange(Boolean.parseBoolean(properties.getProperty(OBSERVER_CAMERA_SELECTED_AT_CHANGE`String.valueOf(defaultPreferences.isObserverCameraSelectedAtChange()))));" is 186.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setRulersVisible(Boolean.parseBoolean(properties.getProperty(RULERS_VISIBLE`String.valueOf(defaultPreferences.isMagnetismEnabled()))));" is 135.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setGridVisible(Boolean.parseBoolean(properties.getProperty(GRID_VISIBLE`String.valueOf(defaultPreferences.isGridVisible()))));" is 126.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setFurnitureViewedFromTop(Boolean.parseBoolean(properties.getProperty(FURNITURE_VIEWED_FROM_TOP`String.valueOf(defaultPreferences.isFurnitureViewedFromTop()))));" is 161.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setFloorColoredOrTextured(Boolean.parseBoolean(properties.getProperty(ROOM_FLOOR_COLORED_OR_TEXTURED`String.valueOf(defaultPreferences.isRoomFloorColoredOrTextured()))));" is 170.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setWallPattern(patternsCatalog.getPattern(properties.getProperty(WALL_PATTERN`defaultPreferences.getWallPattern().getName())));" is 127.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setNewWallPattern(patternsCatalog.getPattern(properties.getProperty(NEW_WALL_PATTERN`defaultPreferences.getNewWallPattern().getName())));" is 137.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setNewWallThickness(Float.parseFloat(properties.getProperty(NEW_WALL_THICKNESS`String.valueOf(defaultPreferences.getNewWallThickness()))));" is 139.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setNewWallHeight(Float.parseFloat(properties.getProperty(NEW_WALL_HEIGHT`String.valueOf(defaultPreferences.getNewWallHeight()))));" is 130.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "setNewFloorThickness(Float.parseFloat(properties.getProperty(NEW_FLOOR_THICKNESS`String.valueOf(defaultPreferences.getNewFloorThickness()))));" is 142.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,AppletUserPreferences,Long Statement,The length of the statement "Property[] writtenProperties={Property.LANGUAGE`Property.UNIT`Property.FURNITURE_CATALOG_VIEWED_IN_TREE`Property.NAVIGATION_PANEL_VISIBLE`Property.AERIAL_VIEW_CENTERED_ON_SELECTION_ENABLED`Property.OBSERVER_CAMERA_SELECTED_AT_CHANGE`Property.MAGNETISM_ENABLED`Property.RULERS_VISIBLE`Property.GRID_VISIBLE`Property.DEFAULT_FONT_NAME`Property.FURNITURE_VIEWED_FROM_TOP`Property.ROOM_FLOOR_COLORED_OR_TEXTURED`Property.WALL_PATTERN`Property.NEW_WALL_PATTERN`Property.NEW_WALL_THICKNESS`Property.NEW_WALL_HEIGHT`Property.NEW_FLOOR_THICKNESS`Property.RECENT_HOMES`Property.IGNORED_ACTION_TIP};" is 589.,166
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,updateDefaultCatalogs,Complex Method,Cyclomatic complexity of the method is 11,325
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,updateDefaultCatalogs,Long Statement,The length of the statement "final DefaultFurnitureCatalog defaultFurnitureCatalog=new DefaultFurnitureCatalog(pluginFurnitureCatalogURLs`furnitureResourcesUrlBase);" is 136.,325
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,updateDefaultCatalogs,Long Statement,The length of the statement "final DefaultTexturesCatalog defaultTexturesCatalog=new DefaultTexturesCatalog(pluginTexturesCatalogURLs`texturesResourcesUrlBase);" is 131.,325
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,run,Long Statement,The length of the statement "final DefaultFurnitureCatalog defaultFurnitureCatalog=new DefaultFurnitureCatalog(pluginFurnitureCatalogURLs`furnitureResourcesUrlBase);" is 136.,340
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,run,Long Statement,The length of the statement "final DefaultTexturesCatalog defaultTexturesCatalog=new DefaultTexturesCatalog(pluginTexturesCatalogURLs`texturesResourcesUrlBase);" is 131.,366
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,write,Complex Method,Cyclomatic complexity of the method is 8,382
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,write,Long Identifier,The length of the field FURNITURE_CATALOG_VIEWED_IN_TREE is 32.,382
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,write,Long Identifier,The length of the field AERIAL_VIEW_CENTERED_ON_SELECTION_ENABLED is 41.,382
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,write,Long Identifier,The length of the field OBSERVER_CAMERA_SELECTED_AT_CHANGE is 34.,382
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,write,Long Identifier,The length of the field ROOM_FLOOR_COLORED_OR_TEXTURED is 30.,382
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,write,Long Statement,The length of the statement "properties.setProperty(AERIAL_VIEW_CENTERED_ON_SELECTION_ENABLED`String.valueOf(isAerialViewCenteredOnSelectionEnabled()));" is 123.,382
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,readPreferences,Empty catch clause,The method has an empty catch block.,458
sweethome3d-5.6,com.eteks.sweethome3d.applet,AppletUserPreferences,readPreferences,Empty catch clause,The method has an empty catch block.,458
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,HomeAppletController,Long Parameter List,The method has 9 parameters. ,65
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,HomeAppletController,Long Parameter List,The method has 10 parameters. ,77
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,chekHomeLengthAndSave,Long Statement,The length of the statement "new ThreadedTaskController(exportToObjTask`this.application.getUserPreferences().getLocalizedString(HomeAppletController.class`"chekHomeLengthMessage")`exceptionHandler`this.application.getUserPreferences()`viewFactory).executeTask(getView());" is 243.,194
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,exportToSH3D,Long Statement,The length of the statement "final String sh3dName=new FileContentManager(this.application.getUserPreferences()).showSaveDialog(getView()`this.application.getUserPreferences().getLocalizedString(HomeAppletController.class`"exportToSH3DDialog.title")`ContentManager.ContentType.SWEET_HOME_3D`home.getName());" is 278.,252
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,exportToSH3D,Long Statement,The length of the statement "String message=application.getUserPreferences().getLocalizedString(HomeAppletController.class`"exportToSH3DError"`sh3dName);" is 124.,252
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,exportToSH3D,Long Statement,The length of the statement "new ThreadedTaskController(exportToObjTask`this.application.getUserPreferences().getLocalizedString(HomeAppletController.class`"exportToSH3DMessage")`exceptionHandler`this.application.getUserPreferences()`viewFactory).executeTask(getView());" is 241.,252
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,exportToSH3D,Magic Number,The method contains a magic number: 9,252
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,call,Magic Number,The method contains a magic number: 9,262
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,handleException,Long Statement,The length of the statement "String message=application.getUserPreferences().getLocalizedString(HomeAppletController.class`"exportToSH3DError"`sh3dName);" is 124.,269
sweethome3d-5.6,com.eteks.sweethome3d.applet,HomeAppletController,importFromSH3D,Long Statement,The length of the statement "final String sh3dName=new FileContentManager(application.getUserPreferences()).showOpenDialog(getView()`application.getUserPreferences().getLocalizedString(HomeAppletController.class`"importFromSH3DDialog.title")`ContentManager.ContentType.SWEET_HOME_3D);" is 255.,287
